tweet_id,text,created_at,author_id,retweet_count,reply_count,like_count,quote_count,sentiment,sentiment_score,primary_topic,topics,games,companies,platforms,people,content_type,summary,analyzed_at
2001656098894549246,"@SkyMeaty_Gaming The number of bots reached out to you 😭 I've just recently made for @ZSelection_ something like you're looking for, you can message me.",2025-12-18 14:09:37+00:00,1828443140740542464,0,0,0,0,neutral,0.6,gaming services,"['bot outreach', 'gaming services', 'business offer']",[],[],[],"['SkyMeaty_Gaming', 'ZSelection_']",other,A person is offering gaming-related services to SkyMeaty_Gaming while commenting on bot outreach issues.,2026-01-10 11:39:27.358275
2001656091177071047,Sei gaming is here to stay https://t.co/sI6GNER8sD,2025-12-18 14:09:35+00:00,391474015,0,2,2,0,positive,0.8,Sei gaming,"['Sei gaming', 'blockchain gaming', 'platform announcement']",[],['Sei'],['Sei'],[],excitement,User expresses enthusiasm about Sei gaming platform having staying power in the market.,2026-01-10 11:39:31.009190
2001656076933210217,@EmpatheticGmr Now we’re gaming 😎🔥,2025-12-18 14:09:32+00:00,1860298227578187776,0,0,0,0,positive,0.8,gaming session,"['gaming', 'social interaction', 'enthusiasm']",[],[],[],['EmpatheticGmr'],excitement,User expresses excitement about starting a gaming session with another user.,2026-01-10 11:39:34.942664
2001656074039079301,"Ans 1 :- 12 years #OnePlus15R #OnePlusPadGo2

Ans 2 :- Mint Breeze #OnePlus15R 
#RiseAsOne

Ans 3 :- TP-Link #OnePlus15R #RiseAsOne

Ans 4 :- Jonathan Gaming #OnePlus15R #RiseAsOne 

Ans 5 :- 32MP front camera #OnePlus15R #RiseAsOne https://t.co/SpSReDDPzR",2025-12-18 14:09:31+00:00,1183335323171864576,0,0,0,0,neutral,0.6,product contest,"['contest answers', 'smartphone specs', 'tech products']",[],"['OnePlus', 'TP-Link']",[],['Jonathan Gaming'],other,User providing contest answers about OnePlus products including device specs and features.,2026-01-10 11:39:39.621638
2001656055252832471,@0xWANXIAO @0xMiden private co-op gaming on this would go crazy,2025-12-18 14:09:27+00:00,4482590292,0,0,0,0,positive,0.8,co-op gaming,"['cooperative gaming', 'private gaming', 'blockchain gaming']",[],['0xMiden'],['0xMiden'],['0xWANXIAO'],excitement,User expresses enthusiasm about the potential for private cooperative gaming on the 0xMiden platform.,2026-01-10 11:39:43.751881
2001656051402469752,"@BabyLuma_POP Exciting to see #BabyLuma's innovative approach to P2E gaming on #POPCHAIN! Good luck to all participants in the $10,000 USD giveaway!
LFG @Antonyducky  @sadamhero07  @miruku_xd 
0xf9F408d95B44Cd8845377F33D1c317c8c1869bf8",2025-12-18 14:09:26+00:00,160731475,0,0,0,0,positive,0.9,P2E gaming,"['play-to-earn', 'cryptocurrency giveaway', 'blockchain gaming']",['BabyLuma'],['BabyLuma_POP'],['POPCHAIN'],"['Antonyducky', 'sadamhero07', 'miruku_xd']",excitement,"User expresses excitement about BabyLuma's P2E gaming approach and promotes a $10,000 giveaway while tagging friends.",2026-01-10 11:39:48.314737
2001656046960677235,@MDSumon68209331 This is the right direction 🔥 fair play without invasive spyware is a huge win. Proving skill on-chain while keeping privacy intact is next-gen gaming. $ZAMA 🚀,2025-12-18 14:09:25+00:00,1640458896878780417,0,0,0,0,positive,0.85,blockchain gaming,"['fair play', 'privacy protection', 'blockchain gaming', 'cryptocurrency']",[],['ZAMA'],[],['MDSumon68209331'],excitement,User expresses enthusiasm about privacy-focused blockchain gaming technology that enables fair play without invasive monitoring.,2026-01-10 11:39:52.461891
2001656046691995673,@timaxbt @SCORProtocol scor protocol is making significant advancements in gaming integration,2025-12-18 14:09:25+00:00,1396579587900022788,0,0,0,0,positive,0.7,protocol advancement,"['gaming integration', 'protocol development', 'blockchain gaming']",[],['SCOR Protocol'],['SCOR Protocol'],['timaxbt'],news,SCOR Protocol is making significant progress in gaming integration according to this positive announcement.,2026-01-10 11:39:56.674815
2001656037875556618,"@DJK1NG_Gaming What can I say I love learning boss moves, I love learning how to punish them accordingly, I love that some attacks can just be walked past, and that's just a portion of what makes fromsoftware gameplay good and addictive",2025-12-18 14:09:23+00:00,1991581466812379136,0,0,0,0,positive,0.9,FromSoftware gameplay,"['boss mechanics', 'combat strategy', 'game design']",[],['FromSoftware'],[],['@DJK1NG_Gaming'],excitement,Player expresses enthusiasm for FromSoftware's boss fight mechanics and combat design philosophy.,2026-01-10 11:40:00.979241
2001656037569347925,"@duel_duck is a PvP gaming protocol where players enter 1v1 duels using in-game assets represented on-chain. Each duel is trustless and verifiable, meaning every match, stake, and reward is executed via smart contracts. This ensures fairness, transparency, and instant settlement https://t.co/vFWaQ7DAJ0",2025-12-18 14:09:22+00:00,1340382984600469511,0,1,2,0,positive,0.8,blockchain gaming,"['PvP gaming', 'smart contracts', 'blockchain protocol']",['duel_duck'],[],[],[],news,Duel Duck is a blockchain-based PvP gaming protocol that enables trustless 1v1 duels with on-chain asset representation and smart contract execution.,2026-01-10 11:40:04.986414
2001656033651872252,"Real world gaming becomes meaningful when location verification does not rely on trust. Without GPS spoofing or fake check ins, XYO enables play to earn games to operate fairly by making cheating far more difficult.

The strength of the dual token model lies in its clarity.",2025-12-18 14:09:22+00:00,1722647495770013696,0,0,0,0,positive,0.75,blockchain gaming,"['location verification', 'play to earn', 'anti-cheating technology']",['play to earn games'],['XYO'],[],[],discussion,XYO's location verification technology makes real-world gaming fairer by preventing GPS spoofing and fake check-ins in play-to-earn games.,2026-01-10 11:40:09.167964
2001656010503774362,"AI-powered copy trading.
LEGAS helps you mirror top crypto traders with automated precision.

 @FhilipGreen @kedroc_gaming @pixel_on

Ad Reference: 752d5b6e-2554-4a79-88e2-e51b155d15f6 https://t.co/x3uHQXFsId",2025-12-18 14:09:16+00:00,906601616521912320,0,0,0,0,positive,0.7,crypto trading,"['AI trading', 'cryptocurrency', 'automation', 'copy trading']",[],['LEGAS'],['Twitter'],"['FhilipGreen', 'kedroc_gaming', 'pixel_on']",other,Advertisement for LEGAS AI-powered copy trading service that helps users automatically mirror top cryptocurrency traders.,2026-01-10 11:40:13.313274
2001655994875838515,"@Oskidothegreat_ @arbitrum Paw Pals is bringing fun, onchain gaming to Arbitrum! Get ready to explore, decorate, and test your NFT collections",2025-12-18 14:09:12+00:00,1752796166989705216,0,0,0,0,positive,0.8,game announcement,"['blockchain gaming', 'NFT collections', 'game promotion']",['Paw Pals'],[],['Arbitrum'],['Oskidothegreat_'],excitement,"Tweet promotes Paw Pals as an upcoming onchain game on Arbitrum featuring exploration, decoration, and NFT integration.",2026-01-10 11:40:17.580250
2001655975292674158,"ivontx is heading to ICE Barcelona 2026 🇪🇸
Turnkey, white-label platforms for Sweepstakes, Social Casino &amp; Real Money Gaming.
📍 Stand 2T14 | Jan 19–21

Let’s talk scale, compliance, and growth. 🤝
Schedule a meeting with us &gt;&gt; https://t.co/hgvodxI8uo https://t.co/79wH24Tezk",2025-12-18 14:09:08+00:00,1791124456661770240,0,0,0,0,positive,0.8,trade show,"['conference', 'gaming platforms', 'business development']","['Sweepstakes', 'Social Casino', 'Real Money Gaming']",['ivontx'],['white-label platforms'],[],news,ivontx announces their participation at ICE Barcelona 2026 conference promoting their gaming platform solutions.,2026-01-10 11:40:22.005448
2001655968153915828,"@oneplus Jonathan Gaming
#OnePlus15R #OnePlusPadGo2
#RiseAsOne",2025-12-18 14:09:06+00:00,1355395215213817857,0,0,0,0,positive,0.7,device promotion,"['hardware', 'mobile gaming', 'brand promotion']",[],['OnePlus'],"['OnePlus15R', 'OnePlusPadGo2']",['Jonathan Gaming'],excitement,Gaming influencer promotes OnePlus devices with branded hashtags.,2026-01-10 11:40:25.926594
2001655965255336020,@blaxus_gaming Okay I will text you if there is something new follow me back and let's keep informing eachother.,2025-12-18 14:09:05+00:00,1897459098909609984,0,0,0,0,positive,0.7,community networking,"['networking', 'communication', 'follow back']",[],[],[],['blaxus_gaming'],discussion,A gamer proposes mutual following and ongoing communication to share gaming updates with another user.,2026-01-10 11:40:30.402851
2001655955738824707,"@RializeRialiez def an unexplored time period for gaming, especially considering the potential 

everything's always medieval or ww2 or sci fi, i fear the grounded nature of the frontier is intimidating to try to promote to a shareholder lmaooo",2025-12-18 14:09:03+00:00,777570296773607424,0,0,0,0,neutral,0.6,game settings,"['historical periods', 'game development', 'business decisions']",[],[],[],['RializeRialiez'],discussion,"User discusses how frontier/western time periods are underexplored in gaming compared to common medieval, WW2, and sci-fi settings, suggesting shareholders may find the grounded nature less marketable.",2026-01-10 11:40:35.277335
2001655951359700993,"Fair competition in esports depends on trust. @DataHaven_xyz brings tamper-proof, verifiable match storage so game results, replays, and histories can’t be altered or erased—setting a new standard for integrity in competitive gaming. 🎮🔐

@datahaven_xyz",2025-12-18 14:09:02+00:00,1347325640,0,0,0,0,positive,0.8,esports integrity,"['esports', 'data security', 'competitive gaming', 'blockchain technology', 'match verification']",[],['DataHaven_xyz'],[],[],news,DataHaven_xyz promotes their tamper-proof match storage solution to ensure integrity and trust in competitive esports.,2026-01-10 11:40:39.683729
2001655946955886914,"@yelldeadjell Joycons are comfy and compact. Perfect controllers for the steam deck or just lazy gaming. Also, other controllers just have more functionality and features, whether it be gyro, hall effect sticks, a touch pad etc.  Xbox controllers are great, but very basic otherwise.",2025-12-18 14:09:01+00:00,1595230623915864065,0,0,0,0,neutral,0.6,controller comparison,"['controller design', 'gaming hardware', 'feature comparison']",[],"['Nintendo', 'Microsoft', 'Xbox']",['Steam Deck'],['yelldeadjell'],discussion,"User discusses the pros and cons of different gaming controllers, praising Joycons for portability while noting Xbox controllers are basic despite being great.",2026-01-10 11:40:44.428380
2001655888244011216,@MKULTRAMISH Basically GTA 6 took so long because people allow Rockstar to do that basically they give companies all the excuses to either release games too much or not to release them at all and in the way that we are heading maybe they would try to force cloud gaming like they did with,2025-12-18 14:08:47+00:00,1997732787600908288,0,1,1,0,negative,0.2,game delays,"['game development delays', 'corporate practices', 'cloud gaming']",['GTA 6'],['Rockstar'],[],['MKULTRAMISH'],complaint,User criticizes Rockstar for taking too long with GTA 6 and blames consumers for enabling poor release practices and potential cloud gaming push.,2026-01-10 11:40:48.865787
2001655882225193165,@SkyMeaty_Gaming i can help you for this please let me know in the dm,2025-12-18 14:08:45+00:00,1694639236459397120,0,0,0,0,positive,0.7,offer help,"['assistance', 'collaboration', 'direct message']",[],[],[],['SkyMeaty_Gaming'],other,User offers help to SkyMeaty_Gaming and requests to discuss via direct message.,2026-01-10 11:40:52.815572
2001655845478695336,My rtx 5090 persona 3 reload build is now the best deal in gaming when I built it 😎👌👌 https://t.co/AVY4SFb9k9 https://t.co/iF6DjUnbhO,2025-12-18 14:08:37+00:00,3338012537,0,0,0,0,positive,0.8,PC build,"['hardware', 'gaming build', 'graphics card']",['Persona 3 Reload'],['NVIDIA'],['PC'],[],excitement,"User excitedly shares their RTX 5090 gaming PC build optimized for Persona 3 Reload, claiming it's the best gaming deal.",2026-01-10 11:40:56.782657
2001655838575071466,@crypto_creed1 @Spaace This is fascinating data! The growth of gaming NFTs is impressive. Excited to see how @spaace continues to lead in this evolving marketplace.,2025-12-18 14:08:35+00:00,1478380200475906064,0,0,0,0,positive,0.8,gaming NFTs,"['NFT marketplace', 'gaming blockchain', 'market growth']",[],['Spaace'],['Spaace'],['crypto_creed1'],excitement,User expresses enthusiasm about gaming NFT growth data and Spaace's marketplace leadership.,2026-01-10 11:41:00.670182
2001655834368160188,"Gta 5 Online
#parati  #fypage  #GTA6  #GTA5  #gaming https://t.co/T4QbfsKVq1",2025-12-18 14:08:34+00:00,1733332987947671552,0,0,0,0,neutral,0.5,GTA content,"['GTA Online', 'gaming content', 'social media promotion']","['GTA 5', 'GTA 6']",[],[],[],other,A promotional post about GTA 5 Online content with hashtags for social media visibility.,2026-01-10 11:41:05.033175
2001655825165951089,"On game night @carv_official, 18 December 2025, at 19:00 IWST, Ninja Party Game Night was absolutely electric, with full lobbies, clutch moments, and nonstop hype as everyone jumped in to compete for prizes in $CARV. 
This is what blockchain gaming is all about: connecting https://t.co/zvfPg5wz7F https://t.co/He9XXMcby6",2025-12-18 14:08:32+00:00,1858751773676355584,0,0,1,0,positive,0.9,blockchain gaming,"['game night', 'blockchain gaming', 'competition', 'community event']",['Ninja Party Game Night'],['CARV'],['CARV'],[],excitement,Player enthusiastically reports on an electric blockchain gaming event with full lobbies and prize competitions in CARV tokens.,2026-01-10 11:41:09.501842
2001655792512938407,@AnAverageGamerX i mean im gaming just fine on my pc hbu?,2025-12-18 14:08:24+00:00,794806019377479680,0,0,0,0,positive,0.7,PC gaming,"['PC gaming', 'casual conversation', 'gaming experience']",[],[],['PC'],['AnAverageGamerX'],discussion,User responds positively about their PC gaming experience and asks about the other person's gaming situation.,2026-01-10 11:41:13.487705
2001655784149786876,"@jojo102102 Run For Pi proves how gaming can drive Pi adoption, creating a positive feedback loop between fun, competition, and economic value.We support this app 💫💫💫
GENERAL MARIVIC🇵🇭🇵🇭🇵🇭",2025-12-18 14:08:22+00:00,1492506247761113092,0,0,1,0,positive,0.85,Pi adoption,"['cryptocurrency adoption', 'gaming economics', 'app endorsement']",['Run For Pi'],[],['Pi'],"['jojo102102', 'General Marivic']",excitement,User enthusiastically endorses Run For Pi app for its role in driving Pi cryptocurrency adoption through gaming.,2026-01-10 11:41:17.611765
2001655768274341941,the 4* lineup is my dream😭😭😭😭😭😭😭 im so fuckin scared who will they put on bina’s banner 😭😭😭 my iansan is still c1 &amp; gaming is c3 🤡i guess i’ll let them be dogsh*t a lil bit longer… dont want to risk my guaranteed https://t.co/QnXXEhQwgF,2025-12-18 14:08:18+00:00,1201747305604321282,0,1,0,0,negative,0.3,banner concerns,"['gacha banners', 'character constellations', 'summoning strategy']",['Genshin Impact'],[],[],"['Bina', 'Iansan', 'Gaming']",complaint,Player is worried about upcoming banner characters while having low constellation characters they want to improve but don't want to risk their guaranteed pull.,2026-01-10 11:41:22.252406
2001655766927782152,"@FriendlyHabu NVDIA is decreasing the production on gaming GPUs, so it’s going to be not just more difficult to find them, but also WAY more expensive",2025-12-18 14:08:18+00:00,1663462275364134912,0,1,1,0,negative,0.2,GPU shortage,"['GPU availability', 'pricing', 'hardware shortage']",[],['NVIDIA'],[],['FriendlyHabu'],news,User warns about NVIDIA reducing gaming GPU production leading to scarcity and higher prices.,2026-01-10 11:41:26.163086
2001655748455969110,@Jaxon0x this feels like long term ai gaming not a quick play loop,2025-12-18 14:08:14+00:00,1498076665917939719,0,0,0,0,neutral,0.6,AI gaming,"['AI gaming', 'game design', 'gameplay mechanics']",[],[],[],['Jaxon0x'],discussion,User discusses AI gaming as being more suited for long-term engagement rather than quick gameplay sessions.,2026-01-10 11:41:30.061006
2001655696270471222,"🔊 Bose TV Speaker Bluetooth Soundbar in Black

$199.99 (reg $279.99)
You save $80.00 (28.6%)
🛒 https://t.co/gpMmttDp3g

📺 AOC 27"" 27G50F FHD IPS Gaming Monitor

$89.99 (reg $139.99)
You save $50.00 (35.7%)
🛒 https://t.co/rKcdpnIpM4 https://t.co/U0Ak0jxJob",2025-12-18 14:08:01+00:00,1342131942989422592,0,0,0,0,positive,0.8,gaming deals,"['hardware deals', 'gaming accessories', 'discount promotion']",[],"['Bose', 'AOC']",[],[],news,Tweet promotes discounted gaming hardware including a Bose soundbar for $199.99 and an AOC gaming monitor for $89.99.,2026-01-10 11:41:34.139625
2001655685864657025,"The rise in blockchain gaming is fascinating but raises some eyebrows. As players jump in, are we seeing real innovation, or just a hype bubble? Let's stay curious and cautious about where this tech is taking us and how it affects the gaming community. Thoughts?",2025-12-18 14:07:59+00:00,1773692418891649025,0,0,0,0,neutral,0.5,blockchain gaming,"['blockchain gaming', 'innovation', 'community impact']",[],[],[],[],discussion,"A thoughtful discussion about blockchain gaming's rise, questioning whether it represents genuine innovation or just hype while encouraging community discourse.",2026-01-10 11:41:38.107330
2001655684895834210,@2_Old_4_Gaming we need this and LittleBigPlanet Vita ported,2025-12-18 14:07:58+00:00,370241578,0,0,0,0,positive,0.7,game ports,"['game porting', 'LittleBigPlanet', 'Vita games']",['LittleBigPlanet Vita'],[],['Vita'],['@2_Old_4_Gaming'],discussion,User expressing desire for LittleBigPlanet Vita and another unspecified game to be ported to other platforms.,2026-01-10 11:41:42.130392
2001655644294713847,"Entry Form: https://t.co/sscUj8NH8T

For Terms and Conditions, view the link and click the ""Rules"" tab.",2025-12-18 14:07:49+00:00,168630392,0,0,0,0,neutral,0.5,contest entry,"['contest', 'entry form', 'rules']",[],[],[],[],other,Tweet provides instructions for accessing a contest entry form and terms and conditions.,2026-01-10 11:41:45.486000
2001655633314267378,Every Hacksaw Gaming slot bonus episode 57 Donny and Danny https://t.co/FHmbtz7F6p via @YouTube @hacksawgaming @HacksawOpenRGS Day 27 of asking for merch :p #ukslots #GamblingX,2025-12-18 14:07:46+00:00,1450181956562571276,0,0,0,0,positive,0.7,slot bonus,"['slot gaming', 'bonus episodes', 'merchandise request']",[],"['Hacksaw Gaming', 'HacksawOpenRGS']",['YouTube'],"['Donny', 'Danny']",excitement,User shares episode 57 of Hacksaw Gaming slot bonus content while requesting merchandise for the 27th day.,2026-01-10 11:41:49.815305
2001655622350078051,"@PowerGPU Great, so my 3060ti just died, got to save to replace it and if this is true it's going to drive up prices 😭 No PC gaming for a while for me",2025-12-18 14:07:43+00:00,1363666659832180737,0,0,0,0,negative,0.1,hardware failure,"['hardware failure', 'GPU prices', 'gaming accessibility']",[],"['PowerGPU', 'NVIDIA']",['PC'],[],complaint,User's 3060ti graphics card died and they're concerned about rising GPU prices affecting their ability to replace it and continue PC gaming.,2026-01-10 11:41:54.429633
2001655584056316400,"@0xCrocy @Kindred_AI kindred ai turning solo gaming into a squad session, love it",2025-12-18 14:07:34+00:00,1097806680375492609,0,0,1,0,positive,0.8,AI gaming companion,"['AI gaming', 'multiplayer experience', 'gaming enhancement']",[],['Kindred_AI'],[],['0xCrocy'],excitement,"User expresses enthusiasm about Kindred AI's ability to transform solo gaming into a more social, squad-like experience.",2026-01-10 11:41:58.460309
2001655577785893171,"DM now for 2D/3D Vtuber Model!

Now available here every kind of Arts.
#gaming #gamestream #livestream #streamer #twitch #twitchstreamer #twitchgaming #vtuber #vtuberlive #vtuberstream #vtubercommunity #virtualyoutuber #animevtuber #pngtuber #gamingcommunity #gamerlife #pcgaming https://t.co/eL275gyI4H",2025-12-18 14:07:33+00:00,1887980906914398209,0,0,0,0,positive,0.7,VTuber Services,"['vtuber model creation', 'streaming services', 'digital art commission']",[],[],['Twitch'],[],other,User is advertising their services for creating 2D/3D VTuber models and various types of art for streamers.,2026-01-10 11:42:02.927867
2001655571490213979,@Arlo140f3qz Useful gaming guide.,2025-12-18 14:07:31+00:00,1786799937935589377,0,0,0,0,positive,0.7,gaming guide,"['gaming guide', 'recommendation', 'utility']",[],[],[],['Arlo140f3qz'],review,User positively acknowledges a gaming guide as useful.,2026-01-10 11:42:06.557912
2001655556130705499,"In-game assets are meant to be used, not flipped instantly.

@Immutable launching a GBM Auction House could set real value for game items while rewarding players who actually care about the ecosystem.

This is how Web3 gaming matures.

@GBMauction",2025-12-18 14:07:28+00:00,342153773,0,0,0,0,positive,0.75,Web3 gaming,"['Web3 gaming', 'NFT marketplace', 'game economics', 'auction system']",[],"['Immutable', 'GBMauction']",['Immutable'],[],discussion,User advocates for GBM Auction House on Immutable to create real value for game items and reward genuine players in Web3 gaming ecosystem.,2026-01-10 11:42:10.907881
2001655526724088246,"@Dexerto If you’re anti A.i., you might as well stop gaming…",2025-12-18 14:07:21+00:00,1835063661154455552,0,0,0,0,neutral,0.5,AI gaming,"['artificial intelligence', 'gaming industry', 'technology debate']",[],['Dexerto'],[],[],discussion,User argues that being against AI is incompatible with gaming in response to Dexerto.,2026-01-10 11:42:14.702832
